split,scene_id,actual_mechanism,role,method,branch,active,fallback,current_cancellation_db,deterministic_cancellation_db,oracle_cancellation_db,recoverable_headroom_db,deterministic_gain_db,remaining_gap_db,recovery_ratio
screen,screen_015,M1+M3,target_off,J4_D3_P2_joint,,True,False,5.4321016474656,5.46801408306105,5.45732010522947,0.025218457763870106,0.0359124355954501,-0.010693977831579993,1.4240536012039962
screen,screen_015,M1+M3,target_off,J5_Selective_Physics_Calibration,D1P0,True,False,5.4321016474656,5.46801408306105,5.45732010522947,0.025218457763870106,0.0359124355954501,-0.010693977831579993,1.4240536012039962
screen,screen_015,M1+M3,target_off,J6_Joint_Phase_Surface,D1P0,True,False,5.4321016474656,5.48441711017584,5.45732010522947,0.025218457763870106,0.05231546271024001,-0.027097004946369907,2.0744909621392926
screen,screen_015,M1+M3,target_on,J0_Current,,False,True,5.44710126680312,5.44710126680312,5.47626028098316,0.029159014180040188,0.0,0.029159014180040188,0.0
screen,screen_015,M1+M3,target_on,J1_D3_delay_only,,False,True,5.44710126680312,5.44710126680312,5.47626028098316,0.029159014180040188,0.0,0.029159014180040188,0.0
screen,screen_015,M1+M3,target_on,J2_P1_phase_only,,False,True,5.44710126680312,5.44710126680312,5.47626028098316,0.029159014180040188,0.0,0.029159014180040188,0.0
screen,screen_015,M1+M3,target_on,J3_D3_P1_joint,,False,True,5.44710126680312,5.44710126680312,5.47626028098316,0.029159014180040188,0.0,0.029159014180040188,0.0
screen,screen_015,M1+M3,target_on,J4_D3_P2_joint,,True,False,5.44710126680312,5.48839928188032,5.47626028098316,0.029159014180040188,0.04129801507720021,-0.012139000897160024,1.416303542438323
screen,screen_015,M1+M3,target_on,J5_Selective_Physics_Calibration,D1P0,True,False,5.44710126680312,5.48839928188032,5.47626028098316,0.029159014180040188,0.04129801507720021,-0.012139000897160024,1.416303542438323
screen,screen_015,M1+M3,target_on,J6_Joint_Phase_Surface,D1P0,True,False,5.44710126680312,5.50310832176069,5.47626028098316,0.029159014180040188,0.05600705495757019,-0.026848040777530002,1.9207458322067663
screen,screen_016,M1+M3,target_off,J0_Current,,False,True,4.88849503053811,4.88849503053811,5.94625642908134,1.0577613985432306,0.0,1.0577613985432306,0.0
screen,screen_016,M1+M3,target_off,J1_D3_delay_only,,False,True,4.88849503053811,4.88849503053811,5.94625642908134,1.0577613985432306,0.0,1.0577613985432306,0.0
screen,screen_016,M1+M3,target_off,J2_P1_phase_only,,False,True,4.88849503053811,4.88849503053811,5.94625642908134,1.0577613985432306,0.0,1.0577613985432306,0.0
screen,screen_016,M1+M3,target_off,J3_D3_P1_joint,,False,True,4.88849503053811,4.88849503053811,5.94625642908134,1.0577613985432306,0.0,1.0577613985432306,0.0
screen,screen_016,M1+M3,target_off,J4_D3_P2_joint,,False,True,4.88849503053811,4.88849503053811,5.94625642908134,1.0577613985432306,0.0,1.0577613985432306,0.0
screen,screen_016,M1+M3,target_off,J5_Selective_Physics_Calibration,D0P0,False,True,4.88849503053811,4.88849503053811,5.94625642908134,1.0577613985432306,0.0,1.0577613985432306,0.0
screen,screen_016,M1+M3,target_off,J6_Joint_Phase_Surface,D0P0,False,True,4.88849503053811,4.88849503053811,5.94625642908134,1.0577613985432306,0.0,1.0577613985432306,0.0
screen,screen_016,M1+M3,target_on,J0_Current,,False,True,4.90326070469813,4.90326070469813,5.91022093934912,1.0069602346509905,0.0,1.0069602346509905,0.0
screen,screen_016,M1+M3,target_on,J1_D3_delay_only,,False,True,4.90326070469813,4.90326070469813,5.91022093934912,1.0069602346509905,0.0,1.0069602346509905,0.0
screen,screen_016,M1+M3,target_on,J2_P1_phase_only,,False,True,4.90326070469813,4.90326070469813,5.91022093934912,1.0069602346509905,0.0,1.0069602346509905,0.0
screen,screen_016,M1+M3,target_on,J3_D3_P1_joint,,False,True,4.90326070469813,4.90326070469813,5.91022093934912,1.0069602346509905,0.0,1.0069602346509905,0.0
screen,screen_016,M1+M3,target_on,J4_D3_P2_joint,,False,True,4.90326070469813,4.90326070469813,5.91022093934912,1.0069602346509905,0.0,1.0069602346509905,0.0
screen,screen_016,M1+M3,target_on,J5_Selective_Physics_Calibration,D0P0,False,True,4.90326070469813,4.90326070469813,5.91022093934912,1.0069602346509905,0.0,1.0069602346509905,0.0
screen,screen_016,M1+M3,target_on,J6_Joint_Phase_Surface,D0P0,False,True,4.90326070469813,4.90326070469813,5.91022093934912,1.0069602346509905,0.0,1.0069602346509905,0.0
